,0,1,2
273,"Can you feel that? Ah, shit Oh, ah, ah, ah, ah Oh, ah, ah, ah, ah oh, oh, oh, oh, oh, oh Drowning deep in my sea of loathing Broken your servant I kneel (Will you give in to me?) It seems what's left of my human side Is slowly changing in me (Will you give in to me?) Looking at my own reflection When suddenly it changes Violently it changes (oh no) There is no turning back now You've woken up the demon in me Get up, come on get down with the sickness Get up, come on get down with the sickness Get up, come on get down with the sickness Open up your hate, and let it flow into me Get up, come on get down with the sickness You mother get up come on get down with the sickness You fucker get up come on get down with the sickness Madness is the gift, that has been given to me I can see inside you, the sickness is rising Don't try to deny what you feel (Will you give in to me?) It seems that all that was good has died And is decaying in me (Will you give in to me?) It seems you're having some trouble In dealing with these changes Living with these changes (oh no) The world is a scary place Now that you've woken up the demon in me Get up, come on get down with the sickness Get up, come on get down with the sickness Get up, come on get down with the sickness Open up your hate, and let it flow into me Get up, come on get down with the sickness You mother get up come on get down with the sickness You fucker get up come on get down with the sickness Madness is the gift, that has been given to me No mommy, don't do it again Don't do it again I'll be a good boy I'll be a good boy, I promise No mommy don't hit me Why did you have to hit me like that, mommy? Don't do it, you're hurting me Why did you have to be such a bitch Why don't you Why don't you just fuck off and die Why can't you just fuck off and die Why can't you just leave here and die Never stick your hand in my face again bitch Fuck you I don't need this shit You stupid sadistic abusive fucking whore How would you like to see how it feels mommy Here it comes, get ready to die Oh, ah, ah, ah, ah Get up, come on get down with the sickness Get up, come on get down with the sickness Get up, come on get down with the sickness Open up your hate, and let it flow into me Get up, come on get down with the sickness You mother get up come on get down with the sickness You fucker get up come on get down with the sickness Madness has now come over me",,
274,,,
275,,,
276,,,
277,,,
278,,,
279,"I feel soon I will sink Into you What do you think? 'Cause there's still blood In your hair Got the bruise Of the year But it's something about her Long shady eyes I'm all about her Shade tonight I hate your tattoos You have weak wrists But I'll keep you 'Cause it's something about her Long shady eyes I'm all about her Shade tonight Well it's too bad It's too bad It's too bad You're married, to me",,
280,,,
281,,,
282,,,
283,A million thoughts in my head  Should I let my heart keep listening?  I know it's time to say goodbye So hard to let go,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,"I've just had the craziest week Like a party bag of lies, booze and then deceit And I don't know why I want to voice this out loud It's therapeutic somehow So I'm moving to New York 'Cause I've got problems with my sleep And we're not the same and I will wear that on my sleeve So I'm moving to New York 'Cause I've got issues with my sleep Looks like Christmas came early Christmas came early for me I put one foot forward and ended up 30 yards back Am I loosing touch or am I just completely off the track And I don't know why I want to voice this out loud It's therapeutic somehow So I'm moving to New York 'Cause I've got problems with my sleep And we're not the same and I will wear that on my sleeve So I'm moving to New York 'Cause I've got issues with my sleep Looks like Christmas came early Christmas came early for me",,
294,,,
295,"And if the snow buries my, my neighborhood.  And if my parents are crying  Then I'll dig a tunnel from my window to yours,  Yeah, a tunnel from my window to yours. You climb out the chimney, And meet me in the middle, the middle of the town.  And since there's no one else around,  We let our hair grow long, And forget all we used to know. Then our skin gets thicker from Living out in the snow.  You change all the lead  Sleepin' in my head, As the day grows dim  I hear you sing a golden hymn Then we tried to name our babies  But we forgot all the names that  The names we used to know.  But sometimes, we remember our bedrooms, And our parents' bedrooms,  And the bedrooms of our friends.  Then we think of our parents,  Well what ever happened to them?! You change all the lead Sleepin' in my head to gold,  As the day grows dim,  I hear you sing a golden hymn,  The song I've been trying to say. Purify the colors, purify my mind.  Purify the colors, purify my mind, And spread the ashes of the colors, Over this heart of mine!",,
296,"Brian Top marks for not trying So kind of you to bless us With your effortlessness We're grateful, so strangely comforted And I wonder Are you putting us under 'Cause we can't take our eyes Off the t-shirt and ties combination? Well, see you later, innovator Some want to kiss, some want to kick you There's not a net you couldn't slip through Or at least that's the impression I get 'Cause you're smooth, and you're wet And she's not aware yet But she's yours She'll be saying, use me Show me the jacuzzi I imagine that it's there, on a plate You're whole rendezvous rate Means that you'll never be frightened To make them wait for a while I doubt it's your style Not to get what you set Out to acquire the eyes are on fire You are the unforecasted storm Hup Calm, collected and commanding (Top marks for not trying) You leave the other stories standing With your renditions and jokes Bet there's hundreds of blokes That have wept 'cause you've stolen their Thunder Are you putting us under 'Cause we can't take our eyes Off the t-shirt and ties combination Well, see you later, innovator",,
297,,,
298,"Sometimes I hate every single stupid word you say Sometimes I wanna slap you in your whole face (whoa oh oh) There's no one quite like you, you push all my buttons down I know life would suck without you (whoa oh oh) At the same time, I wanna hug you I wanna wrap my hands around your neck You're an asshole but I love you And you make me so mad, I ask myself Why I'm still here, or where could I go You're the only love I've ever known But I hate you, I really hate you So much I think it must be True love, true love It must be true love Nothin' else can break my heart like True love, true love It must be true love No one else can break my heart like you Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Just once tried to wrap your little brain around my feelings Just once please try no to be so mean (whoa oh oh) Repeat after me now R-O-M-A-N-C-E-E-E Come on I'll say it slowly (Romance!) You can do it babe At the same time, I wanna hug you I wanna wrap my hands around your neck You're an asshole but I love you And you make me so mad, I ask myself Why I'm still here, or where could I go You're the only love I've ever known But I hate you, I really hate you So much I think it must be True love, true love It must be true love Nothin' else can break my heart like True love, true love It must be true love No one else can break my heart like you Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Think it must be love (I love you) I think it must be love (I love you) Why do you rub me up the wrong way? Why do you say the things that you say? Sometimes I wonder how we ever came to be But without you I'm incomplete I think it must be True love, it must be true love It must be true love Nothin' else can break my heart like True love, true love It must be true love No one else can break my heart like you Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh No one else can break my heart like you Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Whoa oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh No one else can break my heart like you",,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,"No matter which way you go No matter which way you stay, You're out of my mind Out of my mind Out of mind Out of my mind I was walking with a ghost, And I said please, please don't insist I was walking with a ghost, And I said please, please don't insist.",,
313,,,
314,,,
315,,,
316,"There's a lady who's sure All that glitters is gold And she's buying a stairway to heaven When she gets there she knows If the stores are all closed With a word she can get what she came for Oh oh oh oh and she's buying a stairway to heaven There's a sign on the wall But she wants to be sure 'Cause you know sometimes words have two meanings In a tree by the brook There's a songbird who sings Sometimes all of our thoughts are misgiving Ooh, it makes me wonder Ooh, it makes me wonder There's a feeling I get When I look to the west And my spirit is crying for leaving In my thoughts I have seen Rings of smoke through the trees And the voices of those who standing looking Ooh, it makes me wonder Ooh, it really makes me wonder And it's whispered that soon, If we all call the tune Then the piper will lead us to reason And a new day will dawn For those who stand long And the forests will echo with laughter If there's a bustle in your hedgerow Don't be alarmed now It's just a spring clean for the May queen Yes, there are two paths you can go by But in the long run There's still time to change the road you're on And it makes me wonder Your head is humming and it won't go In case you don't know The piper's calling you to join him Dear lady, can you hear the wind blow And did you know Your stairway lies on the whispering wind And as we wind on down the road Our shadows taller than our soul There walks a lady we all know Who shines white light and wants to show How everything still turns to gold And if you listen very hard The tune will come to you at last When all are one and one is all To be a rock and not to roll And she's buying the stairway to heaven",,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,"I feel so unsure As I take your hand and lead you to the dance floor As the music dies Something in your eyes Calls to mind a silver screen And all its sad goodbyes I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you Time can never mend The careless whispers of a good friend To the heart and mind Ignorance is kind There's no comfort in the truth Pain is all you'll find I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you What am I without your love Tonight the music seems so loud I wish that we could lose the crowd Maybe it's better this way We'd hurt each other with the things we wanna say We could have been so good together We could have lived this daze forever Now, who's gonna dance with me? Please stay I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you",,
324,,,
325,"I used to be so happy But without here I feel so low I watched you as you left but I can never seem to let you go 'Cause once upon a time you were my everything It’s clear to see that time hasn’t changed a thing It’s very deep inside me but I feel there’s something you should know I’ll never forget you You’ll always be by my side From the day that I met you I knew that I would love you 'til the day I die And I will never want much more And in my heart I will always be sure I will never forget you And you’ll always be by my side 'til the day I die 'Til the day I die Funny how we both end happy but everything seems alright, ooh I wonder what will happen If we went back and put up a fight 'Cause once upon a time you were my everything It’s clear to see that time hasn’t changed a thing So, just what do you think could ever take you off my mind I’ll never forget you And you’ll always be by my side From the day that I met you I knew that I would love you 'til the day I die And I will never want much more And in my heart I will always be sure I will never forget you And you’ll always be by my side 'til the day I die Doing it, loving it Everything that we do And all along, I knew I had something special with you But sometimes you just gotta know that these things fall through But I’m still tired and I can’t hide my connection with you Feeling it, loving it Everything that we do And all along, I knew I had something special with you But sometimes you just gotta know that these things fall through I can’t hide my connection with you I’ll never forget you And you’ll always be by my side From the day that I met you I knew that I would love you 'til the day I die And I will never want much more And in my heart I will always be sure That I will never forget you And you’ll always be by my side 'til the day I die 'Til the day I die, 'til the day I die, 'til the day I die 'Til the day I die, 'til the day I die, 'til the day I die I’ll never forget you (I will never, never, never, never, never, never) I'll never forget you 'Til the day I die",,
326,,,
327,"Don't hide the treasures you've found in a hole in the ground,  How 'bout the tree back your house where the owls go,  Or in between the attic and the basement somewhere where it's not dark,  Dark, dark, dark. Attic in a basement with a knife serrated I'll protect you.  Don't hide the pleasures you've found in your rolling around  Where all the leaves have been swept and the flowers grow.  And don't go finding a replacement I promise I'll show heart heart heart heart.  Finding a replacement with a heart sedated I'll forget you.  And you won't make a sound or be nervous around piles of pictures  So old that it feels like it is ending.  It's not too late now to change your mind.  The grass gets greener when you get to the finish line,  An attic in a basement, An attic in a basement, An attic in a basement,  An attic in a basement, An attic in a basement, An attic in a basement.  And you won't make a sound or be nervous around Piles of pictures so old that it feels like it is ending, it shouldn't feel like it is ending.",,
328,"I didn't hear you leave  I wonder how am I still here And I don't want to move a thing  It might change my memory Oh I am what I am  I'll do what I want   But I can't hide And I won't go, I won't sleep I can't breathe  Until you're resting here with me And I won't leave, and I can't hide I cannot be until you're resting here with me I don't want to call my friends  They might wake me from this dream And I can't leave this bed, Risk forgetting all that's been Oh I am what I am  I'll do what I want   But I can't hide And I won't go I won't sleep And I can't breathe Until you're resting here with me And I won't leave And I can't hide I cannot be until you're resting here  And I won't go And I won't sleep And I can't breathe Until you're resting here with me And I won't leave And I can't hide I cannot be until you're resting here with me Oh I am what I am  I'll do what I want   But I can't hide And I won't go  I won't sleep And I can't breathe  Until you're resting here with me And I won't leave  And I can't hide I cannot be until you're resting here And I won't go  And I won't sleep And I can't breathe  Until you're resting here with me And I won't leave  And I can't hide I cannot be until you're resting here with me",,
329,,,
330,,,
331,,,
332,"When we arrive sons and daughters We'll make our homes on the water We'll build our walls of aluminum We'll fill our mouths with cinnamon now These currents pull us 'cross the border Steady your boats arms to shoulder 'Til tides all pull our hull aground Making this calm harbor now home Take up your arms sons and daughters We will arise from the bunkers By land, by sea, by dirigible We'll leave our tracks untraceable now When we arrive sons and daughters We'll make our homes on the water We'll build our walls of aluminum We'll fill our mouths cinnamon now When we arrive sons and daughters We'll make our homes on the water We'll we build our walls of aluminum We'll fill our mouths with cinnamon now When we arrive sons and daughters We'll make our homes on the water We'll build our walls of aluminum We'll fill our mouths cinnamon now When we arrive sons and daughters We'll make our homes on the water We'll build our walls aluminum We'll fill our mouths cinnamon now Hear all the bombs, they  fade away Hear all the bombs, they  fade away Hear all the bombs, they fade away ...",,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,When you try your best but you don't succeed When you get what you want but not what you need When you feel so tired but you can't sleep Stuck in reverse When the tears come streaming down your face When you lose something you can't replace When you love someone but it goes to waste Could it be worse? Lights will guide you home And ignite your bones And I will try to fix you High up above or down below When you're too in love to let it go If you never try you'll never know Just what you're worth Lights will guide you home And ignite your bones And I will try to fix you Tears stream down your face When you lose something you cannot replace Tears stream down your face And I Tears stream down your face I promise you I will learn from all my mistakes Tears stream down your face And I Lights will guide you home And ignite your bones And I will try to fix you,,
340,This time released security Controlled dose of tranquility Forgetfulness washes over me Put to rest the voices of insanity Only the cinders remain As another night Becomes a yesterday Come on! Anesthetize the panic It is what drives the weak You're gone! Anesthetize the panic Putting all uncertainties to sleep Not an altered state of mind But a safer place in an unsafe world Within the nearness of death Rapture in the skip of a heartbeat,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,"Come ride with me Through the veins of history I'll show you a God Falls asleep on the job And how can we win, When fools can be kings Don't waste your time Or time will waste you No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive",,
352,,,
353,,,
354,,,
355,,,
356,,,
357,"Kid A, kid A Kid A, kid A Everything Everything Everything Everything In its right place In its right place In its right place In its right place Yesterday I woke up sucking on a lemon Yesterday I woke up sucking on a lemon Yesterday I woke up sucking on a lemon Yesterday I woke up sucking on a lemon Everything Everything Everything In its right place In its right place In its right place Right place There are two colors in my head There are two colors in my head What is that you tried to say What is was you tried to say Tried to say Tried to say Tried to say Tried to say Everything Everything Everything",,
358,"Innocence, it don't come easy - in a sense it never will Accidents mean no one's guilty; ignorance means someone's killed So I asked our Mr. Mellor how to get to where one's going And he points to his survival, and he points me down the road As I go on Wondering if I've got a soul and Counting down the hours 'til it goes On a dark wet night in April, on a street in Jersey where I went looking for some writing that I knew would not be there And a punter from the Pelhams and the police, in the rain Were concerned more with a car than with the fact the light had changed But after listening all morning, as I drove down 95 To a story of detainees who were barely kept alive I could deal with trying to process pigeons acting like they're doves But not with interference from the power lines above As I go on Wondering if I've got a soul and Counting down the hours 'til it goes And oh, precautions, yes precautions But if you're playing with a gun, you could kill someone And in the dark it's hard to know a friend But I'm not angry, I won't be forever angry As I'm walking toward tomorrow with a rifle in my hand And I'm thinking about New England, and I'm missing old Japan And a mountain in California where a spring runs hot and cold And if I told you I felt ageless, would you tell me I'm not old? As I go on Wondering if I've got a soul and Counting down the hours 'till it goes",,
359,,,
360,,,
361,"Silhouettes above the cradle hold me down They won't let me go the wrong way My mother taught me all the fables, told me how In the end all the sinners have to pay  But I don't want to live like my mother I don't want to let fear rule my life And I don't want to live like my father I don't want to give up before I die He worked so hard his bones are breaking He wore them down but long ago he lost the feeling His good intentions leave me shaking, show me how I don't ever want to end up like he did And I don't want to live like my mother I don't want to let fear rule my life And I don't want to live like my father I don't want to give up before I die When I have kids I won't put any chains on their wrists, I won't I'll tell them this There's nothing in this world that you can't be if you want it enough I don't want to live like my mother I don't want to let fear rule my life And I don't want to live like my father I don't want to give up before I die I don't want to live like my mother I don't want to let fear rule my life And I don't want to live like my father I don't want to give up before I die I don't want to live like my mother I don't want to let fear rule my life And I don't want to live like my father I don't want to give up before I die",,
362,A boy with a coin he found in the weeds With bullets and pages of trade magazines Close to a car that flipped on the turn When God left the ground to circle the world A girl with a bird she found in the snow Then flew up her gown and that?s how she knows That God made her eyes for crying at birth Then left the ground to circle the Earth A boy with a coin he crammed in his jeans Then making a wish he tossed in the sea Walked to a town that all of us burn When God left the ground to circle the world,,
363,,,
364,,,
365,"Words are flowing out like endless rain into a paper cup They slither while they pass, they slip away across the universe Pools of sorrow waves of joy are drifting through my opened mind Possessing and caressing me Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Images of broken light which dance before me like a million eyes They call me on and on across the universe Thoughts meander like a restless wind Inside a letter box they Stumble blindly as they make their way Across the universe Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Sounds of laughter shades of life are ringing Through my open ears inciting and inviting me Limitless undying love which shines around me like a million suns And calls me on and on across the universe Jai guru deva om Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Nothing's gonna change my world Jai guru deva Jai guru deva Jai guru deva Jai guru deva",,
366,,,
367,,,
368,,,
369,"What's up darlin'? I been keeping my eye on your movement I can't see no room for improvement Why you all over there in your jack jones? You need to let me get behind your backbone 'Cause I'm the man for the job, let me work it I won't waste no time, I'll make it worth it One hundred percent, I'll make it worth it You got a body to die for, let me work it Now it's murder on the dance floor I wanna take this further than the dancefloor I ain't forceful but I'm still hardcore You're gonna give me everything I ask for It's not a long ting, you're the boom ting Maybe more than a hotel room ting I'll never know if I just walk past I really wanna dance so I guess I'll just ask She ain't no hoe Look at those thighs, it's in her eyes She's good to go She can satisfy my mind, body and soul Come and dance wiv me Come and dance wiv me Come and dance wiv me Come and dance wiv me I see you glance at me That's why I'm asking be So let's party be Come and dance wiv me If I'm out on my own Then I can look at you looking at me If I'm out on a date Then I just shut my eyes, then I can't see Get away from the bar Tell your boyfriend hold your jar And dance wiv me I see you glance at me That's why I'm asking be So let's party be Come and dance wiv me Yo, it goes on and on I see you get excited like this is my song You think I wanna get involved You done nothin wrong Cause I been waiting for this moment all night long So I creep, creep creep back to your seat I got my left eye checking out your scenery I got my right eye right where it needs to be Don't matter how I look at it You look good to me Still, I'm looking for the perfect view The way I see it, that's right next to you I know you've probably heard it before but still I love it when you flex like that for real So don't stop doing what you do when you do it I just wanna be a part of it when you do it I'll feel like a wally if I don't pursue it And I can't go through it So let's get to it She ain't no hoe Look at those thighs, it's in her eyes She's good to go She can satisfy my mind, body and soul Come and dance wiv me Come and dance wiv me Come and dance wiv me Come and dance wiv me I see you glance at me That's why I'm asking be So let's party be Come and dance wiv me *If I'm out on my own Then I can look at you looking at me If I'm out on a date Then I just shut my eyes, then I can't see Get away from the bar Tell your boyfriend hold your jar And dance wiv me* I know you didn't come out to stand and stare You bought new shoes and you did up your hair You made a real effort tonight and it shows I can tell by your face you don't wanna be alone 'Cause the mood is right and the time is now And if you can't do it I'll show you how All you gotta do is get loose, let go Just throw a couple shapes Put your skills on show, oh If I'm out on my own Then I can look at you looking at me If I'm out on a date Then I just shut my eyes, then I can't see Get away from the bar Tell your boyfriend hold your jar And dance wiv me I see you glance at me That's why I'm asking be So let's party be Come and dance wiv me If I'm out on my own Then I can look at you looking at me If I'm out on a date Then I just shut my eyes, then I can't see Get away from the bar Tell your boyfriend hold your jar And dance wiv me",,
370,"I wanna fall into you And I wanna be everything you want me to But I'm not sure I know how I lose faith and I lose ground When I see you I remember, oh Unconditional love (love, love, love) It doesn't matter what I say 'cause it always seems you're taking me the wrong way But if you could read my mind You'd see, I fight myself all the time When I see you I surrender, oh Unconditional love (love) love (love) oh-woe (love) (love) love (love) oh-oh (love) Standing on a wilder shore I got my head up in the clouds Oh, I ain't got no sense of direction now I wanna lie next to you And I wanna do everything you want me to But I'm not sure I know how Put your arms around me now When I feel you I surrender, oh Unconditional love (love, love, love) Oh (love",,
371,,,
372,In 1969 I killed a man of mine In a small Montana town I was hunted down by hounds Hear the light has cried Their voices dry and hollow Hear the crowd cheer They cheer me to the gallows In 1985 I was doing time alive I made a plan to escape And live as the lady of the lake Hear the crowd of ghosts Their voices dry and hollow Can't you hear their calls? They cheer me to the gallows 1995 Was the year I came up for trial I listened to his song And watched the sun make the shadows long Hear the light have cried His voices is dry and hollow Hear the crowd call They cheer me to the gallows Hear the light called His voices is dry and follow Hear the light have called In a voice that's hollow,,
373,,,
374,,,
375,,,
376,,,
377,"Come in close now, it's time to tell a story Long ago and so many years before we Ever were, ever dreamed we even could be There was her and her very first heartbeat All alone in the corner of the night sky Spiral bones of a supernova starlight Fell in love with another burning bright she Dreamed of a way to ignite she said, Tonight Come on, come on collide Break me to pieces, I I think you're just like heaven why Come on, come on collide Let's see what a fire feels like I bet it's just like heaven Just like heaven Just like heaven Such a shame nowhere near, even the near mist light years away From the hope of being sun-kissed anchored home in her interstellar sea but, poor lonely Cassiopeia So she sighs and she burns with desperation Learns to cry over love of constellations Then the spark from a star shooting too close They both smiled what a day to explode, she said Tonight Come on, come on collide Break me to pieces, I I think you're just like heaven why Come on, come on collide Let's see what a fire feels like I bet it's just like heaven Just like heaven Just like heaven Long ago in a sky built before us A supernova grew up to be stardust",,
378,,,
379,,,
380,"Mikey got with Sharon, Sharon got Sheriee She was sharin' Sharon's outlook on the topic of disease Mikey had a facial scar and Bobby was a racist They were all in love dying they were doin' it in Texas Tommy played piano like a kid out in the rain then he lost his leg in Dallas he was dancin' with the train They were all in love with dying they were drinkin' from a fountian That is pouring like an avalance coming down the mountian I don't mind the sun sometimes the images it shows I can taste you on my lips and smell you in my clothes Cinnamon and sugary and softly spoken lies You never know just how you look through other people's eyes Some will die in hot pursuit and firey auto crashes Some will die in hot pursuit while sifting through my ashes Some will fall in love with life and drink it from a fountian That is pouring like and avalance coming down the mountian I don't mind the sun sometimes the images it shows I can taste you on my lips and smell you in my clothes Cinnamon and sugary and softly spoken lies You never know just how you look through other people's eyes Another Mikey took a knife while arguing in traffic Flipper died a natural death he caught a nasty virus Then there was the ever-present football player rapist they were all in love with dying they were doin' it in Texas Holly caught a bullet but it only hit his leg While it should have been a better shot he got him in the head They were all in love with dying they were drinkin' from a fountian That was pouring like an avalance coming down the mountian I don't mind the sun sometimes the images it shows I can taste you on my lips and smell you in my clothes Cinnamon and sugary and softly spoken lies You never know just how you look through other people's eyes",,
381,,,
382,,,
383,,,
384,,,
385,,,
386,,,
387,,,
388,,,
389,,,
390,"Cause it's a bittersweet symphony this life Trying to make ends meet, you're a slave to the money then you die. I'll take you down the only road I've ever been down You know the one that takes you to the places where all the veins meet, yeah. No change, I can't change, I can't change, I can't change, but I'm here in my mold, I am here in my mold. But I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no Well I never pray, But tonight I'm on my knees, yeah. I need to hear some sounds that recognize the pain in me, yeah. I let the melody shine, let it cleanse my mind, I feel free now. But the airwaves are clean and there's nobody singing to me now. No change, I can't change, I can't change, I can't change, But I'm here in my mold, I am here in my mold. And I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no Cause it's a bittersweet symphony this life. Trying to make ends meet, trying to find some money then you die. I'll take you down the only road I've ever been down You know the one that takes you to the places where all the veins meet, yeah. No change, I can't change, I can't change, I can't change, but I'm here in my mold, I am here in my mold. But I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no I can't change my mold, no, no, no, no, no, no, no I can't change my mold, no, no, no, no, no, no, no It justs sex and violence melody and silence It justs sex and violence melody and silence (I'll take you down the only road I've ever been down) It's just sex and violence melody and silence It's just sex and violence melody and silence It's just sex and violence melody and silence (I'll take you down the only road I've ever been down) (It's just sex and violence melody and silence)Been down (Ever been down) (Ever been down) (Ever been down) (Ever been down) (Ever been down)",,
391,,,
392,"007, Britain's finest secret agent, licensed to kill Mixing business with girls and thrills I've seen you walk the screen, it's you that I adore Since I was a boy I wanted to be like Roger Moore A girl in every port, and gadgets up my sleeve The world is not enough for the both of us it seems So I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away And I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away Hello Mr Bond, I've been expecting you Martini in your hand, and that eyebrow that you move Don't take this the wrong way, I know it might sound odd I'm the next double-0, I'm the right man for the job So I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away And I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away I've a license, I've a license, I've a license to thrill I've a license, I've a license, I've a license to kill I've a license, I've a license, I've a license to thrill I've a license, I've a license, I've a license to kill I wanted to be you, I wanted to be you I wanted to be someone else I wanted to be you, I wanted to be you I wanted to be someone else And I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away And I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away And I wish I was James Bond Just for the day Kissing all the girls, blow the bad guys away Roger and Sean and Timmy and George And Daniel and Pierce and maybe one day me",,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,,,
405,,,
406,,,
407,,,
408,,,
409,,,
410,,,
411,,,
412,"Every morning I've got a new chance I want to land the part of Eddie in The Stranger       Dance 'Cause he gets to sword fight the duke He kidnaps the queen And you think the score's set but you can't truly see Til you know the two sides of Monsieur Valentine Til you know the two sides of Monsieur Valentine Every morning I pull on them pants Mmm but I don't get out so much since I acquired St. Vitus dance I turn the news on a while I practice my scene You think things are straight but they're not what they seem Til you know the two sides of Monsieur Valentine In his coat and his boots and his blackheart machine No, no one knows the two sides of Monsieur Valentine Every morning I've got a new chance I want to play the part of Eddie in The Stranger Dance He makes love to the duke He sword fights the queen He steals the whole show in his last dying scene No one sees the two sides of Monsieur Valentine No, no one sees the two sides of Monsieur Valentine No one sees the two sides of Monsieur Valentine Mmm hmmm mmm hmm hmm hmm",,
413,,,
414,,,
415,,,
416,"Morning bell Morning bell Light another candle Release me Release me You can keep the furniture A bump on the head Coming down the chimney Release me Release me Please Release me Release me Where'd you park the car? Where'd you park the car? Clothes are all over the furniture Now I might as well I might as well Sleepy jack the fire drill Run around around around around around Cut the kids in half Cut the kids in half Cut the kids in half A glass, a gun, a bullet for us will make Everybody wants to be a ?",,
417,,,
418,,,
419,"Is this the real life? Is this just fantasy? Caught in a landslide No escape from reality Open your eyes Look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go A little high, little low Anyway the wind blows, doesn't really matter to me, to me Mama, just killed a man Put a gun against his head Pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooo Didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on, as if nothing really matters Too late, my time has come Sends shivers down my spine Body's aching all the time Goodbye everybody I've got to go Gotta leave you all behind and face the truth Mama, ooo (anyway the wind blows) I don't want to die I sometimes wish I'd never been born at all I see a little silhouetto of a man Scaramouch, scaramouch will you do the fandango Thunderbolt and lightning very very frightening me Gallileo, Gallileo, Gallileo, Gallileo, Gallileo Figaro - magnifico But I'm just a poor boy and nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come easy go will you let me go Bismillah! No we will not let you go - let him go Bismillah! We will not let you go - let him go Bismillah! We will not let you go let me go Will not let you go let me go (never) Never let you go let me go Never let me go ooo No, no, no, no, no, no, no Oh mama mia, mama mia, mama mia let me go Beelzebub has a devil put aside for me For me For me So you think you can stone me and spit in my eye So you think you can love me and leave me to die Oh baby, can't do this to me baby Just gotta get out just gotta get right outta here Ooh yeah, ooh yeah Nothing really matters Anyone can see Nothing really matters nothing really matters to me Anyway the wind blows",,
420,,,
421,,,
422,"I wake alone, in a woman's room I hardly know. I wake alone and pretend that I am finally home. The room is littered with her books and notebooks. I imagine what they say, like, 'shoo fly, don't bother me."" And I can hardly get myself out of her bed, For fear of never lying in this bed again. Oh christ, I'm not that desperate am I? Oh no - oh god I am. How'd I end up here to begin with? I don't know. why do I start what I can't finish? Oh, please don't barrage me with he questions to all those ugly answers.  My ego's like my stomach It keeps shitting what I feed it. But maybe I don't want to finish anything anymore Maybe I can wait in bed until she comes home and Whispers, ""you're in my web now - I've come to wrap you up tight 'til it's time to bite down."" I wake alone in a woman's room I hardly know. I wake alone and pretend that I am finally home. Home",,
423,,,
424,,,
