,0,1
416,,
417,,
418,,
419,,
420,"I love the way that your heart breaks With every injustice and deadly fate Praying it all will be new And living like it all depends on you Here you are down on your knees again Trying to find air to breathe again And only surrender will help you now I love you please see I believe again I love that you're never satisfied With face value wisdom and happy lies You take what they say and go back and cry You're so close to me that you nearly died, oh Here you are down on your knees again Trying to find air to breathe again And only surrender will help you now I love you please see and believe again They don't have to understand you Be still Wait and know I understand you Be still Be still Here you are down on your knees again Trying to find air to breathe again And only surrender will help you now The floodgates are breaking And pouring out Here you are down on your knees Trying to find air to breathe Right where I want you to be again I love you please see and believe again Here you are down on your knees again Trying to find air to breathe again Right where I want you to be again See and believe!",
421,,
422,,
423,"Well, it would've been Could've been worse than you would ever know Oh, the dashboard melted But we still have the radio Oh, it should've been Could've been worse than you would ever know Well, you told me about nowhere Well, it sounds like someplace I'd like to go Oh, it could've been Should've been worse than you would ever know Well, the windshield was broken But I love the fresh air ya know (The dashboard melted, but we still have the radio) Oh, it would've been Could've been worse than you would ever know, oh! (The dashboard melted, but we still have the radio) Oh, we talked about nothing Which was more than I wanted you to know-oh-oh-oh-oh Now here we go! Oh, it would've been Could've been worse than it had even gone Well, the car was on blocks, but I was already where I want (It was impossible, we ran it good, we ran it good) Why should we ever even ever really even get to know? (It was impossible, we ran it good, we ran it good) Oh, if the world don't like us It'll shake us just like we were a co-oh-oh-oh-old Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Well, it would've been Could've been worse than you would ever know I was patiently erasing and recording the wrong episodes After you had proved my point wrong It wasn't like I'd let it go, oh-oh-oh, oh-oh-oh I just wanted to catch the last laugh of this show Yeah, it would've been Could've been worse than you would ever know Oh, the dashboard melted, but we still have the radio (The dashboard melted, but we ran it good, we ran it good) Hard-wired to conceive, so much we'd have to stow it Even needs have needs, tiny giants made of tinier giants Don't wear eyelids so I don't miss the last laugh of this show (The dashboard melted, but we still have the radio) Oh, we could've been Should've been worse than you would ever know (The dashboard melted, but we still have the radio) Well, you told me about nowhere Well, it sounds like someplace I'd like to go-oh-oh-oh-oh Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Oh, it would've been Could've been worse than you would ever know",
424,,
425,"Isn't she lovely Isn't she wonderful Isn't she precious Less than one minute old I never thought through love we'd be Making one as lovely as she But isn't she lovely made from love Isn't she pretty Truly the angel's best Boy, I'm so happy We have been heaven blessed I can't believe what God has done Through us he's given life to one But isn't she lovely made from love Isn't she lovely Life and love are the same Life is Aisha The meaning of her name Londie, it could have not been done Without you who conceived the one That's so very lovely made from love",
426,,
427,,
428,,
429,"""The dude, he said that, like when we were making the first Linkin Park record he was like, ""Yeah you know, I don't know about the rapping like, I don't know... maybe you should just be a rock band."" You know what I mean, like, trying to change us. Like they signed us as an act like what we sound like and then he's like, ""Oh I don't know maybe you should just play keyboard""..."" Before the first song that you hear me on There were people already trying to get me gone Telling me to quit rapping Just play the keys that ""My band had a singer"", ""They didn't need me"" But my band had my back, so we did the tracks Put out the album and the talk went flat It was funny at first, but then the humor faded When some magazines printed that our label made us We were too good to be true Some were saying ghostwriters were writing all that we do So we had to disprove it, we spelled it out To the detail, how we do it when we're making this music After that I made it a rule: I only do email responses to print interviews Because there people love to put a twist to your words To infer that you said something ducking fucking absurd Oh, did I lose you at 'infer'? Not used to hearing a verse that uses over first-grade vocabulary words? People used to infer that we were manufactured Now I've got the interviews on file Which people said what, which number to dial So now every enemy screaming insanity All they're ever gonna be's another big fan of me Bitch ""Can you believe that? Like it's crazy, it sounds crazy right, like at this point, at this point you hear it out and you're like ""That guy was out of his mind"". But honestly that's what he wrote. Besides the fact that he wanted me to just play keyboard or whatever, he didn't want me to rap. He was like ""Maybe Joe Hahn should, um, wear a lab coat and a cowboy hat"" on... like when we play... I swear to God he was crazy. And later on he claimed he wrote all our songs so that was really bad.""",
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,"We are building a religion We are building it bigger We are widening the corridors  And adding more lanes We are building a religion A limited edition We are now accepting callers For these pendant key chains To resist it is useless  It is useless to resist it His cigarette is burning But he never seems to ash He is grooming his poodle He is living comfort eagle You can meet at his location But you'd better come with cash Now his hat is on backwards He can show you his tattoos He is in the music business He is calling you ""DUDE!"" Now today is tomorrow  And tomorrow today And yesterday is weaving in and out And the fluffy white lines That the airplane leaves behind Are drifting right in front Of the waning of the moon He is handling the money He is serving the food He knows about your party He is calling you ""DUDE!"" Now do you believe  In the one big sign The double wide shine  On the boot heels of your prime Doesn't matter if you're skinny Doesn't matter if you're fat You can dress up like a sultan In your onion head hat We are building a religion We are making a brand We're the only ones to turn to When your castles turn to sand Take a bite of this apple Mr. corporate events Take a walk through the jungle Of cardboard shanties and tents Some people drink Pepsi Some people drink Coke The wacky morning DJ  Says democracy's a joke He says now do you believe  In the one big song He's now accepting callers Who would like to sing along He says, do you believe  In the one true edge By fastening your safety belts And stepping towards the ledge He is handling the money He is serving the food He is now accepting callers  He is calling me ""DUDE!"" He says now do you believe  In the one big sign The double wide shine  On the boot heels of your prime There's no need to ask directions If you ever lose your mind We're behind you  We're behind you And let us please remind you We can send a car to find you If you ever lose your way We are building a religion We are building it bigger We are building A religion A limited Edition We are now accepting callers  For these beautiful  Pendant key chains",
443,"At last we meet again, dear god When the angels sing The funeral's are nicer, when we know you're there And the angels sing Sometimes I try so hard to understand the things you do Who am I to question you when it all comes down Hear the angels sing Stand up strong feel the pain When the angels sing Love and death don't mean a thing  Till the angels sing The prisoners pray when they're on death row When the angels sing The junkie cries for love, but its all run out When the angels sing The sins of the world, and its cold on the streets and you're all alone And the tears they start to fall when it all comes down Hear the angels sing Stand up strong feel the pain When the angels sing Love and death don't mean a thing  Till the angels sing Little by little, day by day Watch the children play Cause life and death don't mean a thing Till the angels sing When the angel of death, comes a looking for me Hear the angels sing I hope I was everything I was supposed to be When the angels sing There's gotta be a heaven, cause I've already done my time in hell And a little babies bawl, when it all comes down Hear the angels sing Little by little, day by day Watch the children play Cause life and death don't mean a thing Till the angels sing",
444,,
445,,
446,,
447,,
448,,
449,"Hello Now take me home To the dream Ever lasts just once Clouds all around Take away all my fear Let me fall asleep Let me fall asleep Fall asleep You know You have to let it go Don't go So hard to say goodbye She Woke up on return Never woke up He held on beyond one's voice Felt all secure Just adored This beauty, stating Oh so cold It was getting cold Is it cold? You know You have to let it go Don't go So hard to say goodbye So hard to say goodbye You have to let it go So hard to say goodbye",
450,,
451,,
452,,
453,"I left a man  Asleep in the nude  Name in my pocket  With lipstick and rouge  Everything I ever wanted  what a lovely pie you've baked  is anybody listening?  Don't painted bird never flys away  It's just an ordinary morning  It's just an ordinary day  And I'm just an ordinary woman  Slipping away  The walls have been talking  About me again  I'm good for a joke but when I awoke  The dream didn't end  Now everytime I turn around I'm only sleeping, John is anybody out there?  Don't the wounded birds still sing  It's just an ordinary morning  It's just an ordinary day  And I'm just an ordinary woman  Slipping away",
454,,
455,,
456,,
457,,
458,,
459,,
460,And it's only doubts that we're counting On fingers broken long ago I read with every broken heart We should become more adventurous And if you banish me from your profits And if I get banished from the kingdom up above I'd sacrifice money and heaven all for love Let me be loved Let me be loved And if my brain quits Well I guess then that's just it And if my hands stop workin' You can call me lazy And if I get pregnant I guess I'll just have the baby Let it be loved Let me be loved I've been tryin' to nod my head But it's like I've got a broken neck I want to say I will As my last testament For me to be saved and you to be brave We don't have to walk down that aisle Because if marriage ain't enough well At least we'll be loved I felt the wind on my cheek Comin' down from the east And thought about how we are all As numerous as leaves on trees And maybe ours is the cause of all Mankind getting love make more And try to stay alive I've been tryin' to nod my head But it's like I've got a broken neck I want to say I will As my last testament For me to be saved and you to be brave We don't have to walk down that isle Because if marriage ain't enough well At least we'll be loved,
461,,
462,,
463,For the benefit of Mr. Kite There will be a show tonight on trampoline The Hendersons will all be there Late of Pablo Fanques Fair-what a scene Over men and horses hoops and garters Lastly through a hogshead of real fire! In this way Mr. K. will challenge the world! The celebrated Mr. K. Performs his feat on Saturday at Bishops Gate The Hendersons will dance and sing As Mr. Kite fly's through the ring don't be late Messrs. K and H. assure the public Their production will be second to none And of course Henry The Horse dances the waltz! The band begins at ten to six When Mr. K. performs his tricks without a sound And Mr. H. will demonstrate Ten summer sets he'll undertake on solid ground Having been some days in preparation A splendid time is guaranteed for all And tonight Mr. Kite is topping the bill,
464,,
465,,
466,,
467,"I was sitting On the roof of my house With a shotgun And a six pack of beers, six pack of beers, six pack of beers The newscaster says the enemy's among us As bombs explode on the thirty bus Kill your middle class indecision Now is not the time for a liberal thought So I go hunting for witches I go hunting for witches Heads are going to roll I go hunting for Nineties, optimistic as a teen Now its terror Airplanes crash into towers The Daily Mail says the enemys among us Taking our women and taking our jobs The reasonable fool is being drowned out By the non-stop baying, baying, baying for blood Fame to go So I go hunting for witches I go hunting for witches Heads are going to roll I go hunting for I was an ordinary man with ordinary desires I watched TV and it formed me I was an ordinary man with ordinary desires There must be accountability Despaired and misinformed Fear will keep us all in place So I go hunting for witches I go hunting for witches Heads are going to  I go hunting for I was an ordinary man with ordinary desires I watched TV and it formed me I was an ordinary man with ordinary desires There must be accountability Despaired and misinformed Fear will keep us all in place",
468,,
469,,
470,"New fang Nothing I don't mean To parade By the sucking on a one or other Stand up Step aside Open wide Hangin' out My ability is gone Want two? Yes I do Went along Take a dose Getting gone for girls Blue slips Blood sex sweat Can I go I think it's what I gotta know Sometimes ya break a finger on the upper hand Think you got me confused for a better man Sometimes you break the finger on the upper hand Say you've got me confused, ah I ain't a better man No slack Cadillac Couldn't quit Guns slaps As we take it back Except What I left Far behind In a time When my mind was like a landmine Tailgate By the lane Too much too young Everybody gonna go along Turn red No show Gotta let us know your gonna roll Sometimes ya break a finger on the upper hand Said you've got me confused with a better man Sometimes you break the finger on the upper hand I know you've got me confused Don't go, oh no New fang pressing down low No more waiting around for New fang pressing down, ah No more waiting around, ah New fang New fang They gonna wait? No New fang New They ain't gonna wait no more",
471,"I want to sleep if you are awake Still making believe that you aren't at all crazy And if you don't believe I think you should You make me so proud! Still you love to think you have always been this way but you're all wrong. And you only sleep when you've lost cause Well I still believe that the cause was always me. And if you don't believe I think you should You make so proud! Still you love to think you have always been this way Well I'd love to think you will someday feel the same And you love to think it will always, always Always If you still believe it will always be this way, well you're all wrong. Yes you are, insane",
472,,
473,,
474,,
475,"Hey vanity, this vile's empty, so are you Hey glamorous, this vile's not God anymore, yeah Speak, I don't get it Should I ignore the fashion or go by the book I don't want it I just want your eyes fixated on me Coming back ah Coming back around the fur Prostitute, climb back down from the floor Please don't fuck around and die like this 'Cause I love her Speak, I don't get it Should I ignore the fashionOr go by the book I don't want it I just want your eyes fixated on me Coming back ah Coming back around the fur Take, it takes my eyes again The fur, the fur, around, to me make it fine Speak, speak, you're so bad to me I don't wanna get pissed off, but anyway Come on, came so far I'm innocent, drop your weapons and come on Speak, you're a liar, you're lying  I don't care about ah",
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,Is it right or wrong Try to find a place We can all belong? Be as one Try to get on by If we unify We should really try All this time Spinning round and round Made the same mistakes That we've always found Surely now We could move along Make a better world No it can't be wrong Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah Time is running out Let there be no doubt We should sort things out If we care Like we say we do Not just empty words For a week or two Make the world Your priority Try to live your life Ecologically Play a part In a greater scheme Try to live the dream On a wider scene Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Oh yeah oh yeah oh yeah Oh yeah oh yeah oh yeah Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Let's come together Right now Oh yeah In sweet harmony Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah Oh yeah,
491,,
492,"Sweeter than a honey bee, yeah, baby been sweet on me  Sweeter than a honey bee, yeah, my queen bee  Oh she rock to my soul, mama love me to my soul  Love me to my soul, oh she rock me to my soul  She's a strutter, she can shake it some yeah, oh watch her now look at her run  A strutter, she can shake it some, oh dancing having fun  She love me to my soul, oh she love me to my soul  Oh love me to my soul oh rock me to my soul  Honey in the honey pot and, your pot is hot  Honey in the honey pot and the pot is what you got  To lova rocka rocka me to my soul  Oh love me to my soul, rock me to my soul  Oh love me to my soul, rock me to my soul  Baby won't you come by me yeah, spare me this misery  Sugar won't you come by me, oh I know you'll agree, 'gree, 'gree, 'gree  To love me to my soul, oh to rock me to my soul  Ooh rock me to my soul, oh rock me to my soul  Sweeter than a honey bee oh, baby been sweet on me  Sweeter than a honey bee oh, my queen bee  Oh she rock me to my soul, oh rock me to my soul  Oh she rock me to my soul, oh rock me to my soul  These songs were made for lovers  Lovers and lovers and lovers and lovers and lovers  And lovers and lovers and lovers, And lovers and lovers  My soul, my soul  Queen bee  Queen",
493,,
494,"Today is gonna be the day That they're gonna throw it back to you By now you should've somehow Realized what you gotta do I don't believe that anybody Feels the way I do, about you now Backbeat, the word was on the street That the fire in your heart is out I'm sure you've heard it all before But you never really had a doubt I don't believe that anybody Feels the way I do about you now And all the roads we have to walk are winding And all the lights that lead us there are blinding There are many things that I Would like to say to you but I don't know how Because maybe, you're gonna be the one that saves me And after all, you're my wonderwall Today was gonna be the day But they'll never throw it back to you By now you should've somehow Realized what you're not to do I don't believe that anybody Feels the way I do, about you now And all the roads that lead you there are winding And all the lights that light the way are blinding There are many things that I Would like to say to you but I don't know how I said maybe, you're gonna be the one that saves me And after all, you're my wonderwall I said maybe, you're gonna be the one that saves me And after all, you're my wonderwall I said maybe, you're gonna be the one that saves me you're gonna be the one that saves me you're gonna be the one that saves me",
495,,
496,,
497,NEVER EVEN THERE Sunrise to another day Let indifference pass me by I say if everyday is the same Why fall a sleep to wake up screaming We are not the same We?re not to blame The sun was Never even there Try to understand Try if you can The sun was Never even there No surprise you couldn?t save the day Even God?s not on my side But I hold on still to the hope you will Be gone when I awake from dreaming I waited so long for a new day to come But no sun rises I waited so long for a new day to come But no sun rises,
498,,
499,,
500,,
501,SUDDEN CHANGE It?s odd that you would think What?s always been a game to me would suddenly change Feeding off the empty I waste another day To find a way through somehow Somehow You?ll find a way through me There?s no more to say tonight Think till your head turns hollow N? I fear the more that I try The further I get No way to tell you why It?s nothing new too me The ground beneath me always seems to just give way Bleeding right in front of me What more could I say It?s find a way through somehow Somehow You?ll find a way through me Keep holding on or let it go Your weakness hides but still it shows Keep holding on or let it go Keep holding on or let it go Your weakness hides but still it shows Keep holding on or let it go,
502,BLOOD ON MY HANDS Closed in around me The walls are like enemies Trying to trap me inside You are the same with your devious inklings Trying to take me for mine Well I don?t know what you want from me I?ve given you everything Even the air I breathe And I don?t know what you?re trying to prove I?ve got nothing left to lose Either way I know I?m only Giving away the guilt in me Giving away complicity The feeling is surreal but the blood?s still on my hands Guilty I may be but you?re the epitome Blaming the world for your crimes Soon comes the ending where I?ll be left standing Alone here to die On my time Well I don?t know what you want from me I?ve given you everything Even the air I breathe And I don?t know what you?re trying to prove I?ve got nothing left to lose Either way I know I?m only I?ll stay numb until the guilt is gone When blood stained on my hands is fading Fade? I?ll stay numb until the guilt is gone When blood stained on my hands is fading Fade?,
503,Body of a monkey and the feet of the cock Dragged from her home on the killing rock The lacked all died on the weather vane The devil's in a cat in the babies brain The end Of the American  Of the American  Of the American  Of the American  Witch Yeah Alone on the hill and ready to die The kids of the darkness so black and high Mark of the wolf and the sun and the cat The Angels beat down above the rack We all pray for 20 innocents We all bow down 20 innocents We all hang high 20 innocents We all accuse 20 innocents The end Of the American  Of the American  Of the American  Of the American  Witch Do you want to know where the genes come from Some showed faith and some showed none  Some showed faith and some showed none We all pray for 20 innocents We all bow down 20 innocents We all hang high 20 innocents We all accuse 20 innocents The end Of the American Of the American Of the American Of the American Do you want to know where the genes come from Some showed their faith and some showed none Do you want to know where the genes come from The end Of the american Witch,
504,"You would not believe your eyes If ten million fireflies Lit up the world as I fell asleep 'Cause they fill the open air And leave teardrops everywhere You'd think me rude but I would just stand and stare I'd like to make myself believe that planet earth turns slowly It's hard to say that I'd rather stay awake when I'm asleep 'Cause everything is never as it seems 'Cause I'd get a thousand hugs From ten thousand lightning bugs As they tried to teach me how to dance A foxtrot above my head A sock hop beneath my bed A disco ball is just hanging by a thread (thread, thread) I'd like to make myself believe that planet earth turns slowly It's hard to say that I'd rather stay awake when I'm asleep 'Cause everything is never as it seems (when I fall asleep) Leave my door open just a crack Please take me away from here 'Cause I feel like such an insomniac Please take me away from here Why do I tire of counting sheep Please take me away from here When I'm far too tired to fall asleep To ten million fireflies I'm weird cause I hate goodbyes I got misty eyes as they said farewell (said farewell) But I'll know where several are If my dreams get real bizarre 'Cause I saved a few and I keep them in a jar (jar, jar) I'd like to make myself believe that planet earth turns slowly It's hard to say that I'd rather stay awake when I'm asleep 'Cause everything is never as it seems (when I fall asleep) I'd like to make myself believe that planet earth turns slowly It's hard to say that I'd rather stay awake when I'm asleep 'Cause everything is never as it seems (when I fall asleep)",
505,,
506,"You take, you shake break, I'm no fake  You cool the way, you move, no more mistakes  You can't stand still, you've got to move  Feel the bass line, feel the groove  The beat, the bass, and the lyrics are fine  Get on the floor, you got no time  Party people I give you a chance  Wave up your hands and feel in trance  Everybody take a chance  Waving up your hands  Can you feel this trance?  Everybody take a chance  Waving up your hands  Can you feel this trance?  Take control  Of your mind  Your body and your soul  Take control  Of your mind  Your body and your soul  Can you see now what I'm saying  The beat is loud and I am playing  Playing with your life, playing with your soul  Here on stage and under my control  So let the rhythm take you on the floor  With a bass and the drum that you've never heard before  Open your mind cause I'm talking about dancing  Open your mind, this is not romancing  You take, you shake break, I'm no fake  You cool the way, you move, no more mistakes  You can't stand still, you've got to move  Feel the bass line, feel the groove  The beat, the bass, and the lyrics are fine  Get on the floor, you got no time  Party people I give you a chance  Wave up your hands and feel in trance",
507,,
508,"I step off the train I'm walking down your street again And past your door, but you don't live there anymore It's years since you've been there Now you've disappeared somewhere, like outer space You've found some better place And I miss you Like the deserts miss the rain And I miss you Like the deserts miss the rain Could you be dead? You always were two steps ahead, of everyone We'd walk behind while you would run I look up at your house And I can almost hear you shout down to me Where I always used to be And I miss you Like the deserts miss the rain And I miss you Like the deserts miss the rain Back on the train, I ask why did I come again? Can I confess, I've been hanging round your old address? And the years have proved To offer, nothing since you've moved You're long gone, but I can't move on And I miss you Like the deserts miss the rain And I miss you Like the deserts miss the rain And I miss you I step off the train I'm walking down your street again And past your door, I guess you don't live there anymore It's years since you've been there And now you've disappeared somewhere, like outer space You've found some better place And I miss you Like the deserts miss the rain And I miss you, yeah Like the deserts miss the rain And I miss you, and I miss you Like the deserts miss the rain And I miss you, yeah Like the deserts miss the rain The deserts miss the rain Like the deserts miss the rain Like the deserts miss the rain Like the deserts miss the rain",
509,,
510,,
511,,
512,,
513,"Unemployment at a record high People coming, people going, people born to die Don't ask me, because I don't know why But it's like that, and that's the way it is People in the world try to make ends meet You try to ride car, train, bus, or feet I said you got to work hard to want to compete It's like that, and that's the way it is Huh! Money is the key to end all your woes Your ups and your downs, your highs and your lows Won't you tell me last time that love bought you clothes? It's like that, and that's the way it is Bills fly higher every day We receive much lower pay I'd rather stay young, go out and play It's like that, and that's the way it is Huh! War's going on across the sea Street soldiers killing the elderly What ever happened to unity? It's like that, and that that's the way it is Disillusion is the word That's used by me when I'm not heard I just go through life with my glasses blurred It's like that, and that's the way it is Huh! You can see a lot in this lifespan Like a bum eating out of a garbage can You notice one time he was your man It's like that (what?) and that's the way it is You should've gone to school, you could've learned a trade But you laid in bed where the bums have laid Now all the time you're crying that you're underpaid It's like that (what?) and that's the way it is Huh! One thing I know is that life is short So listen up homeboy, give this a thought The next time someone's teaching why don't you get taught? It's like that (what?) and that's the way it is If you really think about it times aren't that bad The one that stretches for success will make you glad Stop playing start praying, you won't be sad It's like that (what?) and that's the way it is Huh! When you feel you fail sometimes it hurts For a meaning in life is why you search Take the boys on the train, drive to school on the church It's like that, and that's the way it is Here's another point in life you should not miss Do not be a fool who's prejudice Because we're all written down on the same list It's like that (what?) and that's the way it is It's like that (what?) and that's the way it is It's like that (what?) and that's the way it is It's like that (what?) and that's the way it is Huh! You know it's like that, and that's the way it is Because it's like that, and that's the way it is You know it's like that, and that's the way it is Because it's like that, and that's the way it is You know it's like that, and that's the way it is Because it's like that, and that's the way it is",
514,,
515,,
516,"As time went on I opened up my eyes Never really knew me You don’t know what’s deep inside Just so you know I’ll never be like you I’ll take what God has made me I’m not an empty shell And I hope they see Instead of following Finally awake I’m feeling like today (I feel everything) It’s all so clear to me Finally awake I’m feeling like today (I feel everything) It’s all so clear to me How many times Have I hated who I was Lost sight of what defines me ‘Cause of airbrush magazines But now I’ve come To cherish who I am Sick and tired of faking A life that wasn’t mine And I hope they see Instead of following Finally awake I’m feeling like today (I feel everything) It’s all so clear to me Finally awake I’m feeling like today (I feel everything) It’s all so clear to me I’m alive, it’s all so clear to me (I’m alive) And I’m alive, it’s all so clear to me And I hope they see Finally awake I'm feeling like today (I feel everything) It’s all so clear to me Finally awake I'm feeling like today (I feel everything) It’s all so clear to me (I feel everything)",
517,"She's taking her time making up the reasons To justify all the hurt inside, guess she knows From the smiles and the look in their eyes Everyone's got a theory about the bitter one, they're saying Mama never loved her much and Daddy never keeps in touch That's why she shies away from human affection, but Somewhere in a private place She packs her bags for outer space And now she's waiting for the right kind of pilot to come And she'll say to him (she's saying) I would fly you to the moon and back If you'll be, if you'll be my baby I've got a ticket for a world where we belong So would you be my baby? She can't remember a time when she felt needed If love was red then she was color-blind  All her friends, they've been tried for treason And crimes that were never defined She's saying, love is like a barren place And reaching out for human faith is Is like a journey I just don't have a map for So baby gonna take a dive and push the shift to overdrive Send a signal that she's hanging all her hopes on the stars What a pleasant dream (just saying) I would fly you to the moon and back If you'll be, if you'll be my baby I've got a ticket for a world where we belong So would you be my baby? Mama never loved her much and daddy never keeps in touch That's why she shies away from human affection But somewhere in a private place She packs her bags for outer space And now she's waiting for the right kind of pilot to come And she'll say to him (just saying) I would fly you to the moon and back If you'll be, if you'll be my baby I've got a ticket for a world where we belong So would you be my baby? I would fly you to the moon and back If you'll be, if you'll be my baby I've got a ticket for a world where we belong So would you be my baby?",
518,,
519,,
520,,
521,,
522,,
523,,
524,,
525,,
526,,
527,"I'm the man in the box Buried in my shit Won't you come and save me Save me Feed my eyes, can you sew them shut? Jesus Christ, deny your maker He who tries, will be wasted Feed my eyes now you've sewn them shut I'm the dog who gets beat Shove my nose in shit Won't you come and save me Save me Feed my eyes, can you sew them shut? Jesus Christ, deny your maker He who tries, will be wasted Feed my eyes now you've sewn them shut Feed my eyes, can you sew them shut? Jesus Christ, deny your maker He who tries, will be wasted Feed my eyes now you've sewn them shut",
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,"Ding-a-ling-ling-ling-ling-ling-ling-ling Boo-ba-doo-ba-doop Boo-ba-doo-ba-doop Ring ring ring ring ring ring ring banana phone Ring ring ring ring ring ring ring banana phone I've got this feeling, so appealing For us to Get together and sing. Sing! Ring ring ring ring ring ring ring banana phone Ding dong ding dong ding dong ding donana phone It grows in bunches, I've got my hunches It's the best! Beats the rest Cellular, modular, interactivodular Ring ring ring ring ring ring ring banana phone Boop-boo-ba-doo-ba-doop Ping pong ping pong ping pong ping panana phone It's no Bologna, it ain't a phony My cellular bananular phone Don't need quarters, don't need dimes To call a friend of mine Don't need coomputer or TV To have a real good time! I'll call for pizza. I'll call my cat I'll call the white house, have a chat I'll place a call around the world, operator get me Bejing-jing-jing-jing Ring ring ring ring ring ring ring banana phone Boop-boo-ba-doo-ba-doop Yin yang yin yang yin yang ying yonana phone It's a real live mama and papa phone A brother and sister and a dogaphone A grandpa phone and a grandma phone too! Oh Yeah! My cellular, bananular phone! Banana phone, ring ring ring (It's a phone with appeal) Banana phone, ring ring ring (Now you can have your phone and eat it too) Banana phone, ring ring ring (This song drives me, Bananas) Banana phone, ring ring ring Boo-ba-doo-ba-doop-doop-doop!",
536,"I've got a hunger twisting my stomach into knots; that my tongue is tied off My brain's repeating if you've got an impulse, let it out! But they never make it past my mouth This is the sound of settling  This is the sound of settling Our youth is fleeting, old age is just around the bend and I can't wait to go gray And I'll sit and wonder of every love that could have been  If I'd only thought of something charming to say This is the sound of settling This is the sound of settling I've got a hunger twisting my stomach into knots",
537,,
538,,
539,"I'm only happy when it rains I'm only happy when it's complicated And though I know you can't appreciate it I'm only happy when it rains You know I love it when the news is bad Why it feels so good to feel so sad? I'm only happy when it rains Pour your misery down Pour your misery down on me Pour your misery down Pour your misery down on me I'm only happy when it rains I feel good when things are goin' wrong I only listen to the sad, sad songs I'm only happy when it rains I only smile in the dark My only comfort is the night gone black I didn't accidentally tell you that I'm only happy when it rains You'll get the message by the time I'm through When I complain about me and you I'm only happy when it rains Pour your misery down (Pour your misery down) Pour your misery down on me Pour your misery down (Pour your misery down) Pour your misery down on me Pour your misery down (Pour your misery down) Pour your misery down on me Pour your misery down You can keep me company As long as you don't care I'm only happy when it rains You wanna hear about my new obsession? I'm riding high upon a deep depression I'm only happy when it rains Pour some misery down on me I'm only happy when it rains Pour some misery down on me I'm only happy when it rains Pour some misery down on me I'm only happy when it rains Pour some misery down on me I'm only happy when it rains Pour some misery down on me Pour some misery down on me Pour some misery down on me Pour some misery down on me Pour some misery down on me Pour some misery down on me",
540,"With every waking breath I breathe I see what life has dealt to me With every sadness I deny I feel a chance inside me die Give me a taste of something new To touch, to hold, to pull me through Send me a guiding light that shines Across this darkened life of mine Breathe some soul in me Breathe your gift of love to me Breathe life to lay 'fore me Breathe to make me breathe For every man who built a home A paper promise for his own He fights against an open flow Of lies and failures, we all know To those who have and who have not How can you live with what you've got? Give me a touch of something sure I could be happy evermore Breathe some soul in me Breathe your gift of love to me Breathe life to lay 'fore me To see, to make me breathe Breathe your honesty Breathe your innocence to me Breathe your word and set me free Breathe to make me breathe This life prepares the strangest things The dreams we dream of what life brings The highest highs can turn around To sow love's seeds on stony ground Breathe Breathe Breathe some soul in me Breathe your gift of love to me Breathe life to lay 'fore me To see, to make me breathe Breathe your honesty Breathe your innocence to me Breathe your word and set me free Breathe to make me breathe",
