,0,1
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,This is morning  It's when I spend the most time Thinking 'bout what I've given up This is a warning When you start the day Just to close the curtains You're thinking 'bout what I've given up Where are you now? As I'm swimming through this stereo I'm writing you a symphony of sound Where are you now? As we rearrange these songs again This mix could burn a hole in anyone It was you I was thinking of It was you I was thinking of I read your letter The one you left when you broke into my house I'm retracing every step you made And you said you meant it There's a piece of me in  Every single second of every single day But if its true to tell me how we got this way  Where are you now? As I'm swimming through your stereo I'm writing you a symphony of sound Where are you now? As we rearrange these songs again This mix could burn a hole in anyone It was you I was thinking of It was you I was thinking of I can't get to you I can't get to you And I can't get to you you you Where are you now? As I'm swimming through the stereo I conduct a symphony of sound Where are you now? As I'm cutting through you track by track I swear to god this mix could sink the sun But it was you I was thinking of Where are you now? Where are you now? This is my mixed tape for her Its like I wrote every note with my own fingers,
239,,
240,"Don't act like you can't act I always think you do it You better learn to shake hands Treat me like your mother Don't act like you can't act Stand up like a man You better learn to shake hands And treat me like your mother You came up, too late You came up, too late now You came up, too late To do a thing Come on look me in the eye You wanna try to tell a lie I'll bet you can't and you know why? I'm just like your mother Look me in the eye now You wanna try to tell a lie You can't and you know why? I'm just like your mother You came up, too late You came up, too late now You came up, too late Play dumb, play dead, play straight Who's got it figured out? (Play dumb, play dead, play straight) Who's got it figured out? play straight Time to manipulate M-a-n-i-p-u-late M-a-n-i-p-u-late M-a-n-i-p-u-late M-a-n-i-p-u-late Am I too, Am I late Am I too Am I late Am I, am I, am I, am I, Am I too Late Who's got it figured out Left right, left right got it figured out Who's got it figured out play straight Stand up like a man You better learn to shake hands Look me in the eye now And treat me like your mother Come on, look me in the eye You wanna try to tell a lie? You can't and you know why? I'm just like your mother Play dumb, play dead Tryin' to manipulate You blink when you breathe and you breathe when you lie You blink when you lie You blink when you breathe and you breathe when you lie You blink when you lie You blink when you breathe and you breathe when you lie You blink when you lie Who's got it figured out Left right, left right got it figured out Who's got it figured out, play straight Tryin' to manipulate Who's got it figured out (Left, left right) left right left right Who's got it figured out, play straight Tryin' to manipulate You blink when you breathe and you breathe when you lie You blink when you lie Who's got it figured out, play straight",
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,"With every little thing Your owner's lookin' back At you it starts to mean Less than it ever did Oh ever, on every inch of stone Skin and bone. Made to leave you Here you are, you are breathing like little ghosts under rocks That don't sound in pockets Folks found your problem Its lost and forgotten Oh, oh, oh You soak in one dream You've spent there, you are gonna dream there Right, now you ask your baby ""Why? why? why?"" Forget the the frequent fliers Leading an honored life To give us this much more Safe from a cut and cheer On ever, on every inch of stone Skin and bone. Made to leave you Here you are, you are breathing like little ghosts under rocks That don't sound in pockets Folks found your problem Its lost and forgotten Oh, oh, oh You soak in one dream You've spent there, you are gonna dream there Dry Now you ask your babies ""Why? Why? Why? Why?"" And if you cant decide You will do either weep or moan Your wasting in a moments to Anyway you want it to Oh, but you could have had Turn it into broken wood Takin' off a Saturday I'm gonna fan a parasol Am fairer than a clown, oh no Maybe there were two again And if it ever was at all I'm taking you up as an offer, up as an Offer. Here you are, you are breathing like little ghosts under rocks That don't sound in pockets Folks found your problem Its lost and forgotten Oh, oh, oh You soaking in one dream You've spent there, You have gone and dream there Now you ask your babies, ""Why? Why? Why? Why?""",
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,It's been so long I've been out of my body with you I feel alone feel at home feel like nothing is true You take me to a place where my senses gave way Turn it round shut it down what the people say Climbing up coming down gonna give you some Take my hand and let it come let it come let it Take it back when she knows that you're doing it right 'Cause everybody else knows what they're taking tonight But I just wanna play it right We we're gonna get there tonight It's been so far I've been walking the line on my own Lift me up to the stars we are coming home I know we had a chase but we're out of time We have sold in the cold physical design Set me free set me out on the run lift me up to the sun to the sun to the When you're burning down when you're burning down It's the way that you fake it I know it's too late But I just want to play it right We we're gonna get there tonight I just want to take you down We we're gonna bring you round But I just want to play it right We we're gonna get there tonight,
262,It's been so long I've been out of my body with you I feel alone feel at home feel like nothing is true You take me to a place where my senses gave way Turn it round shut it down what the people say Climbing up coming down gonna give you some Take my hand and let it come let it come let it Take it back when she knows that you're doing it right 'Cause everybody else knows what they're taking tonight But I just wanna play it right We we're gonna get there tonight It's been so far I've been walking the line on my own Lift me up to the stars we are coming home I know we had a chase but we're out of time We have sold in the cold physical design Set me free set me out on the run lift me up to the sun to the sun to the When you're burning down when you're burning down It's the way that you fake it I know it's too late But I just want to play it right We we're gonna get there tonight I just want to take you down We we're gonna bring you round But I just want to play it right We we're gonna get there tonight,
263,There's so many things I like about you I just don't know where to begin Uh ok well I like the way you look at me with those beautiful eyes I like the way you act so surprised I like the way you sing along I like the way you always get it wrong I like the way you clap your hands I like the way you love to dance I like the way you put your hands up in the air I like the way you shake your hair I like the way you like to touch I like the way you stare so much But most of all Yeah Most of all I like the way you move I like the way you put your hands up in the air I like the way you shake your hair I like the way you like to touch I like the way you stare so much But most of all Yeah Most of all I like the way you move I like the way you move,
264,,
265,"Let's not spill the truth It's easier being alone You're a shadow of the old And I want something new You've quit dreaming again I can see it now clear But I'll wake up every morning With the big black and the blue Let's take this for what it is You tell me you have changed Well we all change in our own ways In our own pretty ways La da da da da da La da da da da da It all comes down to this I'm an ocean, you're the rain The ice is melting fast But you're not pulling down the brakes You'll start drinking again I can see it now clear How you'll wake up every morning With a new bird in your cage Even the most peaceful town Once was a battle ground Well we all change in our own ways In our own pretty ways Even in our police state Someone dares to demonstrate Well we fight in our own ways But nothing ever change La da da da da da La da da da da da La da da da da da La da da da da da",
266,,
267,"Rat tailed Jimmy is a second hand hood He deals out in Hollywood Got a '65 Chevy primered flames Traded for some powdered goods Jigsaw Jimmy he's runnin' a gang But I hear he's doin' okay Got a cozy little job sells the Mexican mob Packages of candy cane He's the one they call Dr. Feelgood He's the one that makes ya feel alright He's the one they call Dr. Feelgood Cops on the corner always ignore Somebody's getting paid Jimmy's got it wired, law's for hire Got it make in the shade Got a little hideaway, does business all day But at night he'll always be found Selling sugar to the sweet People on the street Call this Jimmy's town He's the one they call Dr. Feelgood He's the one that makes ya feel alright He's the one they call Dr. Feelgood He's gonna be your Frankenstein I've got one thing you'll understand (Dr. Feelgood) He's not what you'd call a glamorous man (Dr. Feelgood) Got one thing that's easily understood (Dr. Feelgood) He's the one they call Dr. Feelgood oh yeah He'll tell you he's the king of these Barrio streets Moving up to Shangri La Came by his wealth as a matter of luck Says he never broke no law Two time loser running out of juice Time to move out quick Heard a rumor going round Jimmy's going down This time it's gonna stick He's the one they call Dr. Feelgood He's the one that makes ya feel alright He's the one they call Dr. Feelgood He's gonna be your Frankenstein Let him soothe your soul, just take his hand (Dr. Feelgood) Some people call him an evil man (Dr. Feelgood) Let him introduce himself real good (Dr. Feelgood) He's the only one they call feelgood (Dr. Feelgood) I've got one thing you'll understand (Dr. Feelgood) He's not what you'd call a glamorous man (Dr. Feelgood) Got one thing that's easily understood (Dr. Feelgood) He's the one they call Dr. Feelgood Dr. Feelgood (Dr. Feelgood) Dr. Feelgood (Dr. Feelgood) Dr. Feelgood (Dr. Feelgood) Dr. Feelgood (Dr. Feelgood) Feelgood, Feelgood, Feelgood, Feelgood",
268,,
269,"No matter how hard you try, you can't stop us now  No matter how hard you try, you can't stop us now  We're the renegades of this time and age  This is the time and age of renegades  Renegades of this time and age  This is the time and age of renegades  Since the Prehistoric ages and the days of ancient Greece  Right down through the Middle Ages  Planet earth kept going through changes  And then no renaissance came, and times continued to change  Nothing stayed the same, but there were always renegades  Like Chief Sitting Bull, Tom Paine  Dr. Martin Luther King, Malcom X  They were renegades of their time and age  The mighty renegades  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  From a different solar system many many galaxies away  We are the force of another creation  A new musical revelation  And we're on this musical mission to help the others listen  And groove from land to land singin' electronic chants like  Zulu nation  Revelations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Now renegades are the people with their own philosophies  They change the course of history  Everyday people like you and me  We're the renegades we're the people  With our own philosophies  We change the course of history  Everyday people like you and me  C'mon  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're poppin', sockin', rockin' puttin' a side of hip-hop  Because where we're goin' there ain't no stoppin'  Poppin', sockin', puttin' a side of hip-hop  Because where we're goin' there ain't no stoppin'  Poppin', sockin', rockin' puttin' a side of hip-hop  'Cause we're poppin', sockin', rockin' puttin' a side of hip-hop  Poppin', sockin', rockin' puttin' a side of hip-hop  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're teachers of the funk  And not of empty popping  We're blessed with the force and the sight of electronics  With the bass, and the treble the horns and our vocals  'Cause every time I pop into the beat we get fresh  There was a time when our music  Was something called the Big Street beat  People would gather from all around  To get down to the big sound  You had to be a renegade those days  To take a man to the dance floor  Say jam sucker (jam sucker)  Say jam sucker (jam sucker)  Say move sucker (move sucker)  Say groove sucker (move sucker)  Say dance sucker (dance sucker)  Say dance sucker (dance sucker)  Now move sucker (move sucker)  Now move sucker (move sucker)  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk",
270,,
271,"Come on baby Let's do the twist Come on baby Let's do the twist Take me by my little hand And go like this E-yah twist Baby, baby twist Oh yeah, just like this Come on little miss and do the twist My daddy is sleepin' And mama ain't around Yeah, daddy just sleepin' And mama ain't around We're gonna twisty twisty twisty Till we tear the house down Come on and twist Yeah, baby twist Oh yeah, just like this Come on little miss and do the twist E-yah Yeah, you should see my little sis' You should see my my little sis' She really knows how to rock She knows how to twist Come on and twist Yeah, baby twist Oh yeah, just like this Come on little miss and do the twist Yeah That's all now Yeah, twist all night Twist ('Round and 'round and 'round)",
272,,
273,,
274,"They all said she's just  Another groupie slut  And I said I thought  You're anything, but  Think again  Sometimes reputations  Outlive their applications  Sometimes fires don't go out  When you're done playing with them  I feel so funny   Deep inside.  When you kiss me goodbye  Sugar high  Sugarhigh  We can go out  Need not even leave the house  A TV set and a bottle of wine  (Just fine)  Making out on that old  Foldout couch  Watching 'Saturday Night Live'  I guess that's why  I feel so funny  Deep inside  When I lick between your thighs  Sugar high  Sugar high  Alright  I have searched both  Far and wide  I've explored the deepest caverns  Of my mind  To try and find  An explanation why  I get this funny feeling  Deep inside  When you kiss me goodbye  And when I lick between your thighs  Sugar high  Sugar high  Sugar high  Sugar high  Shhhhh",
275,,
276,,
277,When you were young You were the king of carrot flowers And how you built a tower tumbling through the trees In holy rattlesnakes that fell all around your feet And your mom would stick a fork right into daddy's shoulder And dad would throw the garbage all across the floor As we would lay and learn what each other's bodies were for And this is the room One afternoon I knew I could love you And from above you how I sank into your soul Into that secret place where no one dares to go And your mom would drink until she was no longer speaking And dad would dream of all the different ways to die Each one a little more than he could dare to try,
278,,
279,,
280,,
281,"My knife it's sharp and chrome Come see inside my bones All of the fiends are on the block I'm the new king I take the queen See here we are all anemic In here anemic and sweet, so Go get your knife, go get your knife And come in So go get your knife, go get your knife And lay down Go get your knife, go get your knife Now kiss me Ooh, I can float here forever In this room  we can't touch the floor  in here We're all anemic In here anemic and sweet so Go get your knife, go get your knife And come in Go get your knife, go get your knife And lay down Go get your knife, go get your knife And kiss me I could float here forever You are ever sweet Oh, I could float here forever Oh, anemic and sweet, so Go get your knife, go get your knife And come in Go get your knife, go get your knife And lay down Go get your knife, go get your knife Can't feel a thing Go get your knife, go get your knife And kiss me",
282,,
283,,
284,,
285,Night Falls and I'am alone Skin Yeah chilled me to the bone You Turned and you ran Oh yea Oh slipped Right from my hand Blue on black Tears on a river Push on a shove It don't mean much Joker on jack Match on a fire Cold on ice As a dead man's touch Whisper on a scream Doesn't change a thing Doesn't bring you back Blue on black Blind Oh now I see Truth Lies and in between Wrong Can't be undone Slipped From the tip of your tongue Blue on black Tears on a river Push on a shove It don't mean much Joker on jack Match on a fire Cold on ice As a dead man's touch Whisper on a scream Doesn't change a thing Doesn't bring you back Blue on black,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,"Despite the lies that you're making Your love is mine for the taking My love is Just waiting To turn your tears to roses Despite the lies that you're making Your love is mine for the taking My love is Just waiting To turn your tears to roses I will be the one that's gonna hold you I will be the one that you run to My love is A burning, consuming fire No You'll never be alone When darkness comes, I'll light the night with stars Hear the whispers in the dark No You'll never be alone When darkness comes, you know I'm never far Hear the whispers in the dark You feel so lonely and ragged You lay here broken and naked My love is Just waiting To clothe you in crimson roses I will be the one that's gonna find you I will be the one that's gonna guide you My love is A burning, consuming fire No You'll never be alone When darkness comes, I'll light the night with stars Hear the whispers in the dark No You'll never be alone When darkness comes, you know I'm never far Hear the whispers in the dark No You'll never be alone When darkness comes, I'll light the night with stars Hear the whispers in the dark No You'll never be alone When darkness comes, you know I'm never far Hear the whispers in the dark Whispers in the dark",
300,,
301,,
302,,
303,,
304,,
305,,
306,"Early in the morning, risin' to the street Light me up that cigarette and I strap shoes on my feet Got to find a reason, a reason things went wrong Got to find a reason why my money's all gone I got a dalmatian, and I can still get high I can play the guitar like a motherfucking riot Well, life is too short, so love the one you got 'Cause you might get run over or you might get shot Never start no static I just get it off my chest Never had to battle with no bulletproof vest Take a small example, take a tip from me Take all of your money, give it all to charity Love is what I got It's within my reach And the Sublime style's still straight from Long Beach It all comes back to you, you'll finally get what you deserve Try and test that you're bound to get served Love's what I got Don't start a riot You'll feel it when the dance gets hot Lovin', is what I got, I said remember that Lovin', is what I got, I said remember that Lovin', is what I got, I said remember that Lovin', is what I got, I said remember that Why I don't cry when my dog runs away I don't get angry at the bills I have to pay I don't get angry when my Mom smokes pot Hits the bottle and goes right to the rock Fuckin' and fightin', it's all the same Livin' with Louie dog's the only way to stay sane Let the lovin', let the lovin' come back to me Lovin', is what I got, I said remember that Lovin', is what I got, I said remember that Lovin', is what I got, I said remember that Lovin', is what I got",
307,,
308,"There was a guy An under water guy who controlled the sea Got killed by ten million pounds of sludge From New York and New Jersey This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven The creature in the sky Got sucked in a hole Now there's a hole in the sky And the ground's not cold And if the ground's not cold Everything is gonna burn We'll all take turns, I'll get mine too This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven Rock me Jo If man is five, if man is five, if man is five Then the devil is six, then the devil is six The devil is six, the devil is six and if the devil is six Then God is seven , then God is seven, the God is seven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven",
309,"There was a guy An under water guy who controlled the sea Got killed by ten million pounds of sludge From New York and New Jersey This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven The creature in the sky Got sucked in a hole Now there's a hole in the sky And the ground's not cold And if the ground's not cold Everything is gonna burn We'll all take turns, I'll get mine too This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven Rock me Jo If man is five, if man is five, if man is five Then the devil is six, then the devil is six The devil is six, the devil is six and if the devil is six Then God is seven , then God is seven, the God is seven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven This monkey's gone to Heaven",
310,And so begins begins our odyssey And we begin begin our odyssey And so begins begins our odyssey The auria is bleeding and the boyish voice is leaving I've been an evil tenor I filled the innocents doe eyes with glue You're my only softness you're my only pleasure it's true And I never want to be your little friend the abject failure And so begins begins our odyssey And we begin begin our odyssey And so begins begins our odyssey The chrysalis is breaking and the super ego's waking I've been a gloomy Petrarch with a quill as weepy as Dido You're my mousy aesthete you're my buoyant cherub it's true And I never want to be your little friend the abject failure,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,"I had entered into a marriage In the summer of my twenty-first year And the bells rang for our wedding Only now do I remember it clear Alright, alright, alright No more a rake and no more a bachelor I was wedded and it whetted my thirst Until her womb start spilling out babies Only then did I reckon my curse Alright, alright, alright Alright, alright, alright First came Isaiah with his crinkled little fingers Then came Charlotte and that wretched girl Dawn Ugly Myfanwy died on delivery Mercifully taking her mother along Alright, alright, alright What can one do when one is widower Shamefully saddled with three little pests All that I wanted was the freedom of a new life So my burden I began to divest Alright, alright, alright Alright, alright, alright Charlotte I buried after feeding her foxglove Dawn was easy, she was drowned in the bath Isaiah fought but was easily bested Burned his body for incurring my wrath Alright, alright, alright And that's how I came your humble narrator To be living so easy and free Expect you think that I should be haunted But it never really bothers me Alright, alright, alright Alright, alright, alright",
321,"Dear God, hope you get the letter and I pray you can make it better down here I don't mean a big reduction in the price of beer But all the people that you made in your image See them starving on their feet 'Cause they don't get enough to eat from God I can't believe in you Dear God, sorry to disturb you but I feel that I should be heard loud and clear We all need a big reduction in amount of tears And all the people that you made in your image See them fighting in the street 'Cause they can't make opinions meet about God I can't believe in you Did you make disease and the diamond blue? Did you make mankind after we made you? And the Devil too! Dear God don't know if you noticed but Your name is on a lot of quotes in this book And us crazy humans wrote it, you should take a look And all the people that you made in your image Still believing that junk is true Well I know it ain't, and so do you Dear God I can't believe in I don't believe I won't believe in heaven or hell No saints, no sinners, no devil as well No pearly gates, no thorny crown You're always letting us humans down The wars you bring, the babes you drown Those lost at sea and never found And it's the same the whole world 'round The hurt I see helps to compound The Father, Son and Holy Ghost Is just somebody's unholy hoax And if you're up there you'll perceive That my heart's here upon my sleeve If there's one thing I don't believe in It's you Dear God",
322,,
323,"Tricky You sure you want to be with me I've nothing to give Won't lie and say this lovin's best Leave us in emotional peace Take a walk, taste the rest No, take a rest 3d I see you digging a hole in your neighborhood You're crazy but you're lazy No need to live in a lean-to Your troubles must be seen to seen to Money like it's paper with faces I remember I drink on a daily basis Though it seldom cools my temper It never cools my temper Tricky Walking through the suburbs though not exactly lovers You're a couple, 'specially when your body's doubled Duplicate, then you wait for the next kuwait Karmacoma, jamaica an' roma (x4) 3d You sure you want to be with me I've nothing to give Take a walk take a rest taste the rest(x2) Take a walk take a rest a taste of rest Tricky Don't want to be on top of your list Phenomenally and properly kissed We overcome in 60 seconds With the strength we have to together But for now, emotional ties they stay severed When there's trust there'll be treats And when we funk we'll hear beats Karmacoma, jamaica an' roma (x4) 3d Deflowering my baby, are you my baby mate I must be crazy, see I'm swazy Digging a hole in your neighborhood You're crazy but you're lazy, must be lazy Tricky Don't wanna on top of your list Monopoly and properly kissed 3d Deflowering my baby, are you my baby mate My baby Deflowering my baby, are you my baby mate I must be crazy, you must be lazy Karmacoma, what? , jamaica an' roma (x4)",
324,,
325,,
326,,
327,,
328,"Well, it's a marvelous night for a moondance With the stars up above in your eyes A fantabulous night to make romance 'Neath the cover of October skies And all the leaves on the trees are falling To the sound of the breezes that blow And I'm trying to please to the calling Of your heart-strings that play soft and low And all the night's magic seems to whisper and hush And all the soft moonlight seems to shine in your blush Can I just have one a' more moondance with you, my love Can I just make some more romance with a-you, my love Well I want to make love to you tonight I can't wait till the morning has come And I know now the time is just right And straight into my arms you will run And when you come my heart will be waiting To make sure you're never alone There and then all my dreams will come true, dear There and then I will make you my own And everytime I touch you, you just tremble inside And I know how much you want me that you can't hide Can I just have one a' more moondance with you, my love Can I just make some more romance with a-you, my love Well, it's a marvelous night for a moondance With the stars up above in your eyes A fantabulous night to make romance 'Neath the cover of October skies And all the leaves on the trees are falling To the sound of the breezes that blow And I'm trying to please to the calling Of your heart-strings that play soft and low And all the night's magic seems to whisper and hush And all the soft moonlight seems to shine in your blush One more moondance with you in the moonlight Can't I just have one more dance with you my love",
329,"No matter which way you go No matter which way you stay, You're out of my mind Out of my mind Out of mind Out of my mind I was walking with a ghost, And I said please, please don't insist I was walking with a ghost, And I said please, please don't insist.",
330,,
331,,
332,"You'll have to excuse me, I'm not at my best I've been gone for a month, I've been drunk since I left These so called vacations will soon be my death I'm so sick from the drink, I need home for a rest... We arrived in December and London was cold We stayed in the bars along Charing Cross Road We never saw nothin' but brass taps and oak Kept a shine on the bar with the sleeves of our coats You'll have to excuse me, I'm not at my best I've been gone for a week, I've been drunk since I left These so called vacations will soon be my death I'm so sick from the drink, I need home for a rest... Euston Station the train journey north In the buffet car we lurched back and forth Past odd crooked dikes, through Yorkshire's green fields We were flung into dance as the train jigged and reeled You'll have to excuse me, I'm not at my best I've been gone for a week, I've been drunk since I left These so called vacations will soon be my death I'm so sick from the drink, I need home for a rest... By the light of the moon she'd drift through the streets A rare old perfume so seductive and sweet She'd tease us and flirt as the pubs all closed down Then walk us on home and deny us a round You'll have to excuse me, I'm not at my best I've been gone for a month, I've been drunk since I left These so called vacations will soon be my death I'm so sick from the drink, I need home for a rest... The gas heater's empty, it's damp as a tomb The spirits we drank are now ghosts in the room I'm knackered again, come on sleep take me soon And don't lift up my head 'til the twelve bells of noon You'll have to excuse me, I'm not at my best I've been gone for a month, I've been drunk since I left These so called vacations will soon be my death I'm so sick from the drink, I need home for a rest... Take me home",
333,,
334,,
335,,
336,,
337,,
338,,
339,"You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Much You know James Joyce, I like your voice You know Baudelaire, I like your hair You know Churchill, I know kill bill You know Tolstoy, I know playboy You know politics, I know party chicks You know Wall Street, I just want to meet You know common law, I ask my ma You know Sanskrit, come on and say it You know economy, well I believe in what I see You know Sophie Scholl, I love rock 'n' roll You know algebra, but you don't wear no bra Do you speak Japanese? You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Much You know so much, so much about everything All that I know, I know I've got a song to sing You know so much, so much about this and that You know myspace, yourspace, what is the human race? B-day, d-day, DJ, Cassius clay Batman, Spiderman, Superman, Tarzan Einstein, Bernstein, money, money, red wine Eisenhower, Beckenbauer, ddr, Berliner Mauer,  Vietnam, Guernica, Stalingrad, Hiroshima,  Watergate, Waterloo, Austerlitz, dien-bien-phu Mao, Hotschimin, Valium, amphetamine You and me and one two three and who could be a Refugee? Spam, spam, spam, spam, spam, spam, spam, spam,  Spam, spam, spam, spam, spam, spam, spam, spam. You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much - Too much It's so banana, I really just wanna wanna...  It's so banana, I really just wanna wanna...  It's so banana, I really just wanna wanna wanna...  It's so banana but it's true You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Too much",
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,"Get straight, wait here while I try to find the exit sign When we stop asking strangers, no one wants what we want Keep one eye on the door, keep one eye on the bag Never expect to be sure You're working for the police and the private, the pirates and the pilots Fingerprinted waiting for the train The doctor, the writer, the hairdresser, Felt up and fingerprinted waiting for the train Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing something I don't got There's a place that ends here I know When they close the gates I'll cry I'm so tired of never sleeping The whole world wants what we're on Didn't make this up I learned, I learned it from a friend My friend is coming clean, she told me Keep one eye on the door, keep one eye on the bed Never expect to be sure, who you're working for You're working for the police and the private, the pirates and the pilots Fingerprinted waiting for the train The doctor, the writer, the garbage collector Fingerprinted waiting for the train Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing love Got to get out Got to get to you, the orphanage is closing in an hour",
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,"I want to smash it up for all the workers who spent hours into nothing I want to smash it up for all my sisters who got caught up in this funky system I want to smash it up just like a locust, like a satellite shooting rockets I want to smash it up in every way I can and right now I think I want to be your man Smash it up when I'm down I want to smash it up for all the kids who got fucked up just like their parents did I want to smash it up - the gods and masters who made us die so much faster Yeah you know I want to smash it up Smash it up when I'm down I want to smash it up for all the people and for our right to be treated equal I want to smash it up for all my friends I hope you stick around until the very end Yeah you know we gotta smash it up Smash it up when I'm down",
376,,
377,"Get hot Get too close to the flame Wild open space Talk like an open book Sign me up Got no time to take a picture I'll remember someday All the chances we took We're so close to something Better left unknown I can feel it in my bones Gimme sympathy After all of this is gone Who would you rather be The Beatles or The Rolling Stones Oh seriously, you're gonna make mistakes, You're young Come on baby play me something like Here comes the sun Don't go Stay with the all unknown Stay away from the hooks All the chances we took We're so close to something Better left unknown I can feel it in my bones Gimme sympathy",
378,,
379,,
380,,
381,,
382,,
383,,
384,"Come to me, please, all these years fall through, Through the cracks and now this perfect view, On the upside, both sides win. On the downside, we buy, we pull through, Through the pouring choices rich kids choose, On a landslide, you ride in. Drink to me, babe, then. Think of me, babe, then. Lady, we both know what the scores don't show, Drink to me, babe, then Now it's come home, held on, held the truth, Like a threat to point-blank eyes as proof,  You were too shy to lie to. We're offended, shocked our plan would fail, Now you've wandered farther from the trail, On a landslide you ride in. Drink to me, babe, then. Think of me, babe, then. Lady, we both know what the scores don't show, Drink to me, babe, then Drink to me, babe, then. Think of me, babe, then. Lady, we both know what the scores don't show, Drink to me, babe, then",
385,,
386,,
387,,
388,,
389,,
390,,
391,"I kissed the kids at noon Then stumbled out the room I caught a cab, ran up a tab On 7th and Flower Best recital, I had to run Missed my son's graduation Punched the Nickle's boy For taking his seat He gets all that anger from me Still things could be much worse Natural disasters on the evening news Still things could be much worse We still got our health My paycheck in the mail I promised to my wife and children I'd never touch another drink As long as I live but even then It sounds so soothing This will blow over in time This will all blow over in time I'm just an honest man Provide for me and mine I give a check to tax deductible Charity organizations Two weeks paid vacation Won't heal the damage done I need another one Still things could be much worse Natural disasters on the evening news Still things could be much worse We still got our health My paycheck in the mail I promised to my wife and children I'd never touch another drink As long as I live but even then It sounds so soothing to mix a gin And sink into oblivion I promised to my wife and children That accident left everyone a little shook up But at the meetings I felt so empty This will blow over in time This will all blow over in time",
392,,
393,,
394,,
395,"An old cowboy went riding out one dark and windy day Upon a ridge he rested as he went along his way When all at once a mighty herd of red eyed cows he saw A-plowing through the ragged sky and up the cloudy draw Their brands were still on fire and their hooves were made of steel Their horns were black and shiny and their hot breath he could feel A bolt of fear went through him as they thundered through the sky For he saw the riders coming hard and he heard their mournful cry Yippie yi ooh Yippie yi yay Ghost riders in the sky Their faces gaunt, their eyes were blurred, their shirts all soaked with sweat He's riding hard to catch that herd, but he ain't caught 'em yet 'Cause they've got to ride forever on that range up in the sky On horses snorting fire As they ride on hear their cry As the riders loped on by him he heard one call his name If you want to save your soul from hell a-riding on our range Then cowboy change your ways today or with us you will ride Trying to catch the devil's herd, across these endless skies Yippie yi ooh Yippie yi yay Ghost riders in the sky Ghost riders in the sky Ghost Riders in the sky",
396,,
397,,
398,,
